Airline,month(2019),Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price
SpiceJet,March,Banglore,New Delhi,BLR → DEL,170,0,No check-in baggage included,4273
SpiceJet,May,Banglore,Delhi,BLR → DEL,160,0,No info,3311
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,720,1,In-flight meal not included,15136
Multiple carriers,April,Delhi,Cochin,DEL → HYD → COK,665,1,No info,6601
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1580,1,No info,8452
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1285,1,In-flight meal not included,9314
IndiGo,June,Delhi,Cochin,DEL → BLR → COK,345,1,No info,6386
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,840,1,No info,13377
Jet Airways,March,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678
Air Asia,May,Banglore,Delhi,BLR → DEL,170,0,No info,4483
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1355,1,In-flight meal not included,12898
IndiGo,March,Banglore,New Delhi,BLR → DEL,175,0,No info,7648
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1025,1,No info,14571
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049
SpiceJet,April,Kolkata,Banglore,CCU → BLR,155,0,No info,3873
Air India,May,Delhi,Cochin,DEL → MAA → COK,765,1,No info,7480
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8541
IndiGo,June,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1070,1,No info,13817
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,740,1,No info,14571
Air Asia,June,Delhi,Cochin,DEL → BLR → COK,865,1,No info,6853
SpiceJet,May,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,3573
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1550,1,No info,9345
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,780,1,No info,13797
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,440,1,In-flight meal not included,14086
IndiGo,May,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,13731
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,520,1,In-flight meal not included,12898
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,745,1,No info,14714
Vistara,April,Banglore,Delhi,BLR → DEL,170,0,No info,5403
Jet Airways,June,Banglore,Delhi,BLR → DEL,165,0,In-flight meal not included,5769
Air Asia,March,Kolkata,Banglore,CCU → BLR,155,0,No info,5620
IndiGo,June,Delhi,Cochin,DEL → COK,195,0,No info,5000
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,570,1,No info,13727
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,14388
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,4995
IndiGo,March,Chennai,Kolkata,MAA → CCU,140,0,No info,8580
Air India,June,Delhi,Cochin,DEL → MAA → COK,1255,1,No info,7480
Jet Airways,April,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5198
Jet Airways,June,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,In-flight meal not included,10368
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,85,0,No info,8040
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,590,1,No info,14571
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1090,1,In-flight meal not included,13502
SpiceJet,March,Chennai,Kolkata,MAA → CCU,140,0,No check-in baggage included,3332
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,705,1,No info,7354
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,660,1,No info,8073
IndiGo,March,Mumbai,Hyderabad,BOM → HYD,85,0,No info,4049
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1570,1,No info,15029
Air India,June,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,No info,10975
Multiple carriers,June,Delhi,Cochin,DEL → HYD → COK,920,1,No info,7038
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,660,1,No info,15554
Air India,June,Banglore,Delhi,BLR → DEL,170,0,No info,5228
IndiGo,June,Delhi,Cochin,DEL → MAA → COK,325,1,No info,5636
Air India,June,Delhi,Cochin,DEL → JAI → BOM → COK,1180,2,No info,9653
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,910,1,In-flight meal not included,8586
SpiceJet,May,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2017
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1625,1,No info,9345
Jet Airways,June,Delhi,Cochin,DEL → IDR → BOM → COK,810,2,No info,13292
Air India,June,Delhi,Cochin,DEL → MAA → COK,1420,1,No info,7952
IndiGo,June,Delhi,Cochin,DEL → BOM → COK,415,1,No info,5883
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8016
SpiceJet,May,Kolkata,Banglore,CCU → BLR,150,0,No info,4174
Multiple carriers,June,Delhi,Cochin,DEL → HYD → COK,925,1,No info,10696
Vistara,June,Banglore,Delhi,BLR → DEL,155,0,No info,4878
SpiceJet,April,Banglore,Delhi,BLR → DEL,170,0,No info,3971
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,390,1,No info,7198
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1540,1,In-flight meal not included,9314
SpiceJet,May,Banglore,Delhi,BLR → DEL,170,0,No info,4423
SpiceJet,April,Kolkata,Banglore,CCU → BLR,155,0,No check-in baggage included,3841
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,510,1,No info,7154
Air India,June,Delhi,Cochin,DEL → BOM → COK,735,1,No info,9929
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,455,1,No info,8266
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,630,1,No info,10877
IndiGo,June,Kolkata,Banglore,CCU → BLR,150,0,No info,4804
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,570,1,No info,13587
IndiGo,March,Delhi,Cochin,DEL → BOM → COK,515,1,No info,13611
IndiGo,June,Delhi,Cochin,DEL → BOM → COK,975,1,No info,6628
IndiGo,June,Delhi,Cochin,DEL → COK,195,0,No info,5601
SpiceJet,April,Delhi,Cochin,DEL → MAA → COK,315,1,No info,5583
IndiGo,May,Banglore,Delhi,BLR → DEL,170,0,No info,3943
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,960,1,In-flight meal not included,9663
IndiGo,June,Delhi,Cochin,DEL → BOM → COK,415,1,No info,5883
IndiGo,April,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Vistara,March,Banglore,New Delhi,BLR → DEL,155,0,No info,13383
Multiple carriers,June,Delhi,Cochin,DEL → HYD → COK,555,1,No info,9646
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1570,1,No info,11467
Air Asia,May,Kolkata,Banglore,CCU → DEL → BLR,720,1,No info,5192
Air Asia,March,Banglore,New Delhi,BLR → DEL,165,0,No info,6477
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,720,1,No info,13727
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1640,1,No info,9555
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,550,1,In-flight meal not included,10262
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,740,1,No info,14781
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1680,1,In-flight meal not included,10262
Jet Airways,May,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5198
IndiGo,May,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049
Air Asia,June,Banglore,Delhi,BLR → DEL,165,0,No info,3383
Air India,May,Delhi,Cochin,DEL → BLR → COK,320,1,No info,7174
Air India,May,Delhi,Cochin,DEL → BLR → COK,1590,1,No info,8907
Jet Airways,June,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,No info,13014
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,665,1,No info,13584
Air Asia,May,Kolkata,Banglore,CCU → BLR,150,0,No info,4107
Jet Airways,March,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,2071
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,12373
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1055,1,In-flight meal not included,8529
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1495,1,No info,14571
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8016
IndiGo,June,Kolkata,Banglore,CCU → BLR,160,0,No info,4804
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1430,1,In-flight meal not included,9663
GoAir,May,Banglore,Delhi,BLR → DEL,165,0,No info,3419
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,710,1,In-flight meal not included,11087
IndiGo,April,Kolkata,Banglore,CCU → BLR,155,0,No info,4174
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1225,1,In-flight meal not included,10262
Jet Airways,June,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,No info,12609
Vistara,June,Banglore,Delhi,BLR → DEL,160,0,No info,4668
SpiceJet,May,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049
Air India,April,Kolkata,Banglore,CCU → BLR,150,0,No info,5195
IndiGo,May,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
IndiGo,March,Banglore,New Delhi,BLR → DEL,170,0,No info,7648
IndiGo,May,Chennai,Kolkata,MAA → CCU,140,0,No info,3850
Air India,April,Banglore,Delhi,BLR → DEL,165,0,No info,6121
IndiGo,June,Chennai,Kolkata,MAA → CCU,145,0,No info,3540
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,340,1,In-flight meal not included,9134
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1660,1,In-flight meal not included,10844
IndiGo,June,Chennai,Kolkata,MAA → CCU,140,0,No info,5277
IndiGo,April,Delhi,Cochin,DEL → BOM → COK,300,1,No info,5073
SpiceJet,June,Kolkata,Banglore,CCU → BLR,155,0,No check-in baggage included,3841
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,690,1,No info,10877
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1575,1,In-flight meal not included,5406
Jet Airways,June,Kolkata,Banglore,CCU → DEL → BLR,1005,1,No info,14151
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754
Air India,May,Kolkata,Banglore,CCU → DEL → BLR,805,1,No info,11306
Air Asia,May,Kolkata,Banglore,CCU → DEL → BLR,720,1,No info,5192
Vistara,June,Chennai,Kolkata,MAA → CCU,135,0,No info,3687
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,910,1,No info,12192
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,360,1,In-flight meal not included,12898
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1395,1,No info,14924
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,690,1,In-flight meal not included,6943
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,755,1,No info,7354
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,600,1,No info,12192
IndiGo,May,Banglore,Delhi,BLR → DEL,180,0,No info,3943
Jet Airways,May,Delhi,Cochin,DEL → AMD → BOM → COK,1430,2,No info,15129
Vistara,April,Banglore,Delhi,BLR → DEL,160,0,No info,5403
Jet Airways,March,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678
Vistara,April,Banglore,Delhi,BLR → DEL,170,0,No info,5403
Vistara,June,Banglore,Delhi,BLR → DEL,170,0,No info,4878
IndiGo,March,Delhi,Cochin,DEL → HYD → MAA → COK,880,2,No info,6494
IndiGo,March,Banglore,New Delhi,BLR → DEL,165,0,No info,4777
Air India,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,3625
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,360,1,In-flight meal not included,10262
IndiGo,April,Kolkata,Banglore,CCU → BLR,150,0,No info,4174
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,910,1,No info,7485
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1685,1,No info,12121
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,12373
IndiGo,May,Banglore,Delhi,BLR → DEL,175,0,No info,4823
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,95,0,No info,2227
IndiGo,March,Banglore,New Delhi,BLR → DEL,165,0,No info,4545
IndiGo,March,Kolkata,Banglore,CCU → BLR,160,0,No info,4148
IndiGo,March,Kolkata,Banglore,CCU → BLR,155,0,No info,4148
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1235,1,In-flight meal not included,10262
Jet Airways,May,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4030
IndiGo,June,Delhi,Cochin,DEL → COK,195,0,No info,5000
Jet Airways,June,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,7229
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,660,1,In-flight meal not included,10577
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,395,1,No info,14714
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1570,1,In-flight meal not included,7438
Air India,May,Kolkata,Banglore,CCU → DEL → BLR,1435,1,No info,10203
Air Asia,March,Kolkata,Banglore,CCU → BLR,150,0,No info,3782
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,390,1,No info,8073
IndiGo,May,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
IndiGo,May,Kolkata,Banglore,CCU → BBI → BLR,330,1,No info,4864
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,730,1,No info,15135
Air India,June,Kolkata,Banglore,CCU → BOM → BLR,1100,1,No info,8366
Air India,June,Banglore,Delhi,BLR → DEL,165,0,No info,7171
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,690,1,No info,12121
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1680,1,In-flight meal not included,10262
IndiGo,May,Chennai,Kolkata,MAA → CCU,140,0,No info,5277
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8016
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1330,1,In-flight meal not included,7594
Air Asia,June,Banglore,Delhi,BLR → DEL,165,0,No info,4483
Jet Airways,June,Banglore,Delhi,BLR → DEL,165,0,In-flight meal not included,6478
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,320,1,No info,15764
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8016
Air India,June,Kolkata,Banglore,CCU → BLR,155,0,No info,4145
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,810,1,No info,8055
IndiGo,March,Kolkata,Banglore,CCU → BLR,165,0,No info,6038
Air Asia,May,Kolkata,Banglore,CCU → BLR,150,0,No info,4107
Air Asia,April,Delhi,Cochin,DEL → BLR → COK,340,1,No info,6152
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1585,1,In-flight meal not included,10844
Vistara,May,Chennai,Kolkata,MAA → CCU,140,0,No info,11982
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,590,1,No info,13941
IndiGo,March,Delhi,Cochin,DEL → HYD → COK,480,1,No info,6938
Jet Airways,June,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,No info,15339
Jet Airways,March,Delhi,Cochin,DEL → IDR → BOM → COK,2245,2,No info,20064
Multiple carriers,June,Delhi,Cochin,DEL → HYD → COK,455,1,In-flight meal not included,6093
Air India,June,Delhi,Cochin,DEL → BLR → COK,570,1,No info,8907
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,855,1,In-flight meal not included,9663
IndiGo,April,Delhi,Cochin,DEL → HYD → COK,425,1,No info,7160
Jet Airways,April,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,85,0,No info,5678
Air India,June,Delhi,Cochin,DEL → BLR → COK,795,1,No info,8907
Jet Airways,June,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,3210
Air India,May,Banglore,Delhi,BLR → DEL,165,0,No info,6961
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1090,1,No info,14815
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1540,1,No info,11467
GoAir,June,Delhi,Cochin,DEL → BOM → COK,310,1,No info,9069
SpiceJet,May,Kolkata,Banglore,CCU → MAA → BLR,315,1,No info,4649
IndiGo,June,Banglore,Delhi,BLR → DEL,175,0,No info,4823
Air India,May,Kolkata,Banglore,CCU → MAA → BLR,1440,1,No info,6528
Vistara,April,Kolkata,Banglore,CCU → DEL → BLR,1595,1,No info,7770
IndiGo,May,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Jet Airways,June,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,In-flight meal not included,10368
IndiGo,March,Delhi,Cochin,DEL → COK,195,0,No info,7673
IndiGo,April,Delhi,Cochin,DEL → COK,195,0,No info,6015
IndiGo,April,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,735,1,No info,13941
Air Asia,May,Kolkata,Banglore,CCU → BBI → BLR,215,1,No info,5162
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,425,1,No info,14781
IndiGo,April,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,800,1,In-flight meal not included,7757
Jet Airways,April,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,2228
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1455,1,In-flight meal not included,10405
GoAir,June,Banglore,Delhi,BLR → DEL,175,0,No info,3419
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1145,1,In-flight meal not included,10262
Air India,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,3100
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1570,1,In-flight meal not included,11848
Air India,April,Delhi,Cochin,DEL → BLR → COK,705,1,No info,5683
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1655,1,In-flight meal not included,9663
Jet Airways,April,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4544
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,4050
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,765,1,No info,9187
Vistara,April,Kolkata,Banglore,CCU → DEL → BLR,1440,1,No info,8452
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,840,1,No info,8073
Air Asia,March,Kolkata,Banglore,CCU → BLR,155,0,No info,5620
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,875,1,No info,12739
Air Asia,May,Kolkata,Banglore,CCU → BLR,150,0,No info,5989
Air India,May,Kolkata,Banglore,CCU → BOM → BLR,1350,1,No info,8891
Jet Airways,April,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4544
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1620,1,In-flight meal not included,10262
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1640,1,No info,9345
IndiGo,June,Delhi,Cochin,DEL → BOM → COK,705,1,No info,6838
IndiGo,June,Banglore,Delhi,BLR → DEL,170,0,No info,3943
SpiceJet,June,Banglore,Delhi,BLR → DEL,160,0,No check-in baggage included,3573
SpiceJet,May,Kolkata,Banglore,CCU → BLR,145,0,No check-in baggage included,3841
Multiple carriers,May,Delhi,Cochin,DEL → HYD → COK,505,1,No info,9646
Air India,March,Delhi,Cochin,DEL → COK,185,0,No info,4729
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,640,1,No info,17261
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1200,1,No info,13941
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,890,1,In-flight meal not included,10844
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,1285,1,No info,14231
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,360,1,No info,14714
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1630,1,No info,11467
IndiGo,May,Banglore,Delhi,BLR → DEL,175,0,No info,3943
IndiGo,April,Kolkata,Banglore,CCU → HYD → BLR,290,1,No info,4775
SpiceJet,April,Kolkata,Banglore,CCU → BLR,145,0,No check-in baggage included,3841
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1200,1,No info,12284
IndiGo,June,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Jet Airways,June,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,No info,12819
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,610,1,No info,14714
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040
Multiple carriers,May,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,No info,16840
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,335,1,No info,15554
GoAir,April,Delhi,Cochin,DEL → BOM → COK,540,1,No info,5752
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1065,1,No info,8452
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,675,1,In-flight meal not included,11761
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,375,1,No info,14848
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,540,1,In-flight meal not included,10262
Vistara,June,Banglore,Delhi,BLR → DEL,160,0,No info,4668
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,455,1,No info,9103
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,885,1,In-flight meal not included,10262
Air India,April,Banglore,Delhi,BLR → DEL,165,0,No info,5228
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,460,1,No info,19225
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,865,1,In-flight meal not included,7438
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,690,1,No info,13135
IndiGo,May,Delhi,Cochin,DEL → COK,195,0,No info,6015
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,510,1,No info,8283
SpiceJet,June,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543
IndiGo,March,Kolkata,Banglore,CCU → BLR,165,0,No info,4148
IndiGo,May,Kolkata,Banglore,CCU → BBI → BLR,220,1,No info,5276
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,840,1,No info,14151
Jet Airways,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040
IndiGo,March,Delhi,Cochin,DEL → HYD → MAA → COK,565,2,No info,8378
SpiceJet,June,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543
IndiGo,June,Banglore,Delhi,BLR → DEL,175,0,No info,4823
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,14388
SpiceJet,June,Chennai,Kolkata,MAA → CCU,140,0,No check-in baggage included,3543
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,400,1,In-flight meal not included,10844
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,705,1,In-flight meal not included,10844
SpiceJet,June,Delhi,Cochin,DEL → BLR → COK,295,1,No info,4957
IndiGo,May,Delhi,Cochin,DEL → HYD → COK,515,1,No info,6442
Air India,May,Delhi,Cochin,DEL → MAA → COK,965,1,No info,7480
IndiGo,April,Delhi,Cochin,DEL → BOM → COK,305,1,No info,5073
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,365,1,No info,14781
Multiple carriers,June,Delhi,Cochin,DEL → HYD → COK,385,1,No info,9646
Jet Airways,April,Kolkata,Banglore,CCU → BOM → BLR,590,1,In-flight meal not included,7851
SpiceJet,March,Mumbai,Hyderabad,BOM → HYD,80,0,No check-in baggage included,2175
Jet Airways,June,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,No info,13014
Jet Airways,April,Delhi,Cochin,DEL → BOM → COK,1005,1,In-flight meal not included,5177
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,485,1,No info,15135
Air India,June,Banglore,Delhi,BLR → DEL,170,0,No info,5228
SpiceJet,June,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543
Jet Airways,May,Delhi,Cochin,DEL → AMD → BOM → COK,1195,2,No info,15129
IndiGo,June,Delhi,Cochin,DEL → BOM → COK,860,1,No info,6093
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,375,1,In-flight meal not included,11087
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,720,1,No info,7408
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8016
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,930,1,No info,14067
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,No info,8016
Air India,May,Kolkata,Banglore,CCU → BLR,150,0,No info,5510
Air India,March,Kolkata,Banglore,CCU → MAA → BLR,1440,1,No info,6241
Air India,March,Delhi,Cochin,DEL → MAA → COK,1255,1,No info,16142
IndiGo,April,Kolkata,Banglore,CCU → BLR,160,0,No info,4804
IndiGo,May,Delhi,Cochin,DEL → BOM → COK,575,1,No info,6979
Air India,April,Delhi,Cochin,DEL → COK,180,0,No info,6094
Air India,April,Banglore,Delhi,BLR → DEL,165,0,No info,5176
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,480,1,In-flight meal not included,15136
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,900,1,In-flight meal not included,10031
Jet Airways,March,Delhi,Cochin,DEL → IDR → BOM → COK,2245,2,No info,12814
Jet Airways,April,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,12681
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,710,1,No info,12402
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,585,1,No info,13759
SpiceJet,June,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Air Asia,May,Banglore,Delhi,BLR → DEL,170,0,No info,3383
Vistara,May,Banglore,Delhi,BLR → DEL,170,0,No info,4668
Vistara,April,Kolkata,Banglore,CCU → DEL → BLR,1065,1,No info,9187
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,830,1,No info,7530
Air India,March,Kolkata,Banglore,CCU → BBI → BLR,270,1,No info,8026
SpiceJet,April,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,4319
SpiceJet,May,Kolkata,Banglore,CCU → BLR,145,0,No info,4174
Vistara,May,Banglore,Delhi,BLR → DEL,160,0,No info,4668
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,835,1,No info,13062
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,550,1,In-flight meal not included,12898
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,805,1,No info,14714
Jet Airways,May,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,4030
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1590,1,In-flight meal not included,11087
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,520,1,No info,9794
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,14388
IndiGo,March,Kolkata,Banglore,CCU → BLR,160,0,No info,4148
Air India,April,Kolkata,Banglore,CCU → DEL → BLR,745,1,No info,7893
